id,country_ID,country,region,year,month,taric,type,eur,tons,eur_kg,eur_raw,tons_raw
636_121410_2014_12,636,Kuwait,Middle East,2014,12,121410.0,Harina y pellets de alfalfa,13.53,47.48,0.285,13.53,47.48
636_121410_2015_1,636,Kuwait,Middle East,2015,1,121410.0,Harina y pellets de alfalfa,133.6,842.38,0.1586,133.6,842.38
636_121410_2015_2,636,Kuwait,Middle East,2015,2,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.1843,0.0,0.0
636_121410_2015_3,636,Kuwait,Middle East,2015,3,121410.0,Harina y pellets de alfalfa,10.31,49.1,0.21,10.31,49.1
636_121410_2015_4,636,Kuwait,Middle East,2015,4,121410.0,Harina y pellets de alfalfa,104.13,405.88,0.2566,104.13,405.88
636_121410_2015_5,636,Kuwait,Middle East,2015,5,121410.0,Harina y pellets de alfalfa,41.26,196.46,0.21,41.26,196.46
636_121410_2015_6,636,Kuwait,Middle East,2015,6,121410.0,Harina y pellets de alfalfa,19.68,98.7,0.1994,19.68,98.7
636_121410_2015_7,636,Kuwait,Middle East,2015,7,121410.0,Harina y pellets de alfalfa,25.19,122.9,0.205,25.19,122.9
636_121410_2015_8,636,Kuwait,Middle East,2015,8,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.22355,0.0,0.0
636_121410_2015_9,636,Kuwait,Middle East,2015,9,121410.0,Harina y pellets de alfalfa,79.0,326.27,0.2421,79.0,326.27
636_121410_2015_10,636,Kuwait,Middle East,2015,10,121410.0,Harina y pellets de alfalfa,27.58,147.22,0.1873,27.58,147.22
636_121410_2015_11,636,Kuwait,Middle East,2015,11,121410.0,Harina y pellets de alfalfa,31.39,149.46,0.21,31.39,149.46
636_121410_2015_12,636,Kuwait,Middle East,2015,12,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.2294,0.0,0.0
636_121410_2016_1,636,Kuwait,Middle East,2016,1,121410.0,Harina y pellets de alfalfa,94.44,379.62,0.2488,94.44,379.62
636_121410_2016_2,636,Kuwait,Middle East,2016,2,121410.0,Harina y pellets de alfalfa,20.1,95.96,0.2095,20.1,95.96
636_121410_2016_3,636,Kuwait,Middle East,2016,3,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.19235,0.0,0.0
636_121410_2016_4,636,Kuwait,Middle East,2016,4,121410.0,Harina y pellets de alfalfa,30.5,174.06,0.1752,30.5,174.06
636_121410_2016_5,636,Kuwait,Middle East,2016,5,121410.0,Harina y pellets de alfalfa,108.75,546.22,0.1991,108.75,546.22
636_121410_2016_6,636,Kuwait,Middle East,2016,6,121410.0,Harina y pellets de alfalfa,7.1,22.48,0.3158,7.1,22.48
636_121410_2016_7,636,Kuwait,Middle East,2016,7,121410.0,Harina y pellets de alfalfa,36.48,194.74,0.1873,36.48,194.74
636_121410_2016_8,636,Kuwait,Middle East,2016,8,121410.0,Harina y pellets de alfalfa,28.19,145.13,0.1942,28.19,145.13
636_121410_2016_9,636,Kuwait,Middle East,2016,9,121410.0,Harina y pellets de alfalfa,19.52,120.75,0.1617,19.52,120.75
636_121410_2016_10,636,Kuwait,Middle East,2016,10,121410.0,Harina y pellets de alfalfa,63.85,252.63,0.2527,63.85,252.63
636_121410_2016_11,636,Kuwait,Middle East,2016,11,121410.0,Harina y pellets de alfalfa,72.84,246.28,0.2958,72.84,246.28
636_121410_2016_12,636,Kuwait,Middle East,2016,12,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.2549,0.0,0.0
636_121410_2017_1,636,Kuwait,Middle East,2017,1,121410.0,Harina y pellets de alfalfa,46.46,217.07,0.214,46.46,217.07
636_121410_2017_2,636,Kuwait,Middle East,2017,2,121410.0,Harina y pellets de alfalfa,9.46,49.25,0.1921,9.46,49.25
636_121410_2017_3,636,Kuwait,Middle East,2017,3,121410.0,Harina y pellets de alfalfa,23.89,120.36,0.1985,23.89,120.36
636_121410_2017_4,636,Kuwait,Middle East,2017,4,121410.0,Harina y pellets de alfalfa,133.19,544.1,0.2448,133.19,544.1
636_121410_2017_5,636,Kuwait,Middle East,2017,5,121410.0,Harina y pellets de alfalfa,87.89,356.23,0.2467,87.89,356.23
636_121410_2017_6,636,Kuwait,Middle East,2017,6,121410.0,Harina y pellets de alfalfa,54.44,268.72,0.2026,54.44,268.72
636_121410_2017_7,636,Kuwait,Middle East,2017,7,121410.0,Harina y pellets de alfalfa,34.53,107.9,0.32,34.53,107.9
636_121410_2017_8,636,Kuwait,Middle East,2017,8,121410.0,Harina y pellets de alfalfa,19.58,61.18,0.32,19.58,61.18
636_121410_2017_9,636,Kuwait,Middle East,2017,9,121410.0,Harina y pellets de alfalfa,11.33,72.75,0.1557,11.33,72.75
636_121410_2017_10,636,Kuwait,Middle East,2017,10,121410.0,Harina y pellets de alfalfa,116.01,475.45,0.244,116.01,475.45
636_121410_2017_11,636,Kuwait,Middle East,2017,11,121410.0,Harina y pellets de alfalfa,41.23,218.25,0.1889,41.23,218.25
636_121410_2017_12,636,Kuwait,Middle East,2017,12,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.12435,0.0,0.0
636_121410_2018_1,636,Kuwait,Middle East,2018,1,121410.0,Harina y pellets de alfalfa,10.35,172.95,0.0598,10.35,172.95
636_121410_2018_2,636,Kuwait,Middle East,2018,2,121410.0,Harina y pellets de alfalfa,24.93,121.25,0.2056,24.93,121.25
636_121410_2018_3,636,Kuwait,Middle East,2018,3,121410.0,Harina y pellets de alfalfa,14.91,72.75,0.2049,14.91,72.75
636_121410_2018_4,636,Kuwait,Middle East,2018,4,121410.0,Harina y pellets de alfalfa,56.0,266.84,0.2099,56.0,266.84
636_121410_2018_5,636,Kuwait,Middle East,2018,5,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.19065,0.0,0.0
636_121410_2018_6,636,Kuwait,Middle East,2018,6,121410.0,Harina y pellets de alfalfa,41.56,242.5,0.1714,41.56,242.5
636_121410_2018_7,636,Kuwait,Middle East,2018,7,121410.0,Harina y pellets de alfalfa,28.02,169.75,0.1651,28.02,169.75
636_121410_2018_8,636,Kuwait,Middle East,2018,8,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.1793,0.0,0.0
636_121410_2018_9,636,Kuwait,Middle East,2018,9,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.1935,0.0,0.0
636_121410_2018_10,636,Kuwait,Middle East,2018,10,121410.0,Harina y pellets de alfalfa,35.26,169.76,0.2077,35.26,169.76
636_121410_2018_11,636,Kuwait,Middle East,2018,11,121410.0,Harina y pellets de alfalfa,19.13,92.66,0.2065,19.13,92.66
636_121410_2018_12,636,Kuwait,Middle East,2018,12,121410.0,Harina y pellets de alfalfa,9.99,48.5,0.206,9.99,48.5
636_121410_2019_1,636,Kuwait,Middle East,2019,1,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.2155,0.0,0.0
636_121410_2019_2,636,Kuwait,Middle East,2019,2,121410.0,Harina y pellets de alfalfa,0.09,0.4,0.225,0.09,0.4
636_121410_2019_3,636,Kuwait,Middle East,2019,3,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.21685,0.0,0.0
636_121410_2019_4,636,Kuwait,Middle East,2019,4,121410.0,Harina y pellets de alfalfa,70.85,339.5,0.2087,70.85,339.5
636_121410_2019_5,636,Kuwait,Middle East,2019,5,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.28695000000000004,0.0,0.0
636_121410_2019_6,636,Kuwait,Middle East,2019,6,121410.0,Harina y pellets de alfalfa,22.98,62.92,0.3652,22.98,62.92
636_121410_2019_7,636,Kuwait,Middle East,2019,7,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.2897,0.0,0.0
636_121410_2019_8,636,Kuwait,Middle East,2019,8,121410.0,Harina y pellets de alfalfa,10.39,48.5,0.2142,10.39,48.5
636_121410_2019_9,636,Kuwait,Middle East,2019,9,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.21455,0.0,0.0
636_121410_2019_10,636,Kuwait,Middle East,2019,10,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.2149,0.0,0.0
636_121410_2019_11,636,Kuwait,Middle East,2019,11,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.21525,0.0,0.0
636_121410_2019_12,636,Kuwait,Middle East,2019,12,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.21559999999999999,0.0,0.0
636_121410_2020_1,636,Kuwait,Middle East,2020,1,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.21595,0.0,0.0
636_121410_2020_2,636,Kuwait,Middle East,2020,2,121410.0,Harina y pellets de alfalfa,42.05,194.38,0.2163,42.05,194.38
636_121410_2020_3,636,Kuwait,Middle East,2020,3,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.21644999999999998,0.0,0.0
636_121410_2020_4,636,Kuwait,Middle East,2020,4,121410.0,Harina y pellets de alfalfa,20.79,96.0,0.2166,20.79,96.0
636_121410_2020_5,636,Kuwait,Middle East,2020,5,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.20329999999999998,0.0,0.0
636_121410_2020_6,636,Kuwait,Middle East,2020,6,121410.0,Harina y pellets de alfalfa,22.95,120.8,0.19,22.95,120.8
636_121410_2020_7,636,Kuwait,Middle East,2020,7,121410.0,Harina y pellets de alfalfa,72.92,315.25,0.2313,72.92,315.25
636_121410_2020_8,636,Kuwait,Middle East,2020,8,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.21534999999999999,0.0,0.0
636_121410_2020_9,636,Kuwait,Middle East,2020,9,121410.0,Harina y pellets de alfalfa,33.63,168.65,0.1994,33.63,168.65
636_121410_2020_10,636,Kuwait,Middle East,2020,10,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.2085,0.0,0.0
636_121410_2020_11,636,Kuwait,Middle East,2020,11,121410.0,Harina y pellets de alfalfa,68.6,315.25,0.2176,68.6,315.25
636_121410_2020_12,636,Kuwait,Middle East,2020,12,121410.0,Harina y pellets de alfalfa,23.86,97.0,0.246,23.86,97.0
636_121410_2021_1,636,Kuwait,Middle East,2021,1,121410.0,Harina y pellets de alfalfa,38.02,169.75,0.224,38.02,169.75
636_121410_2021_2,636,Kuwait,Middle East,2021,2,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.2059,0.0,0.0
636_121410_2021_3,636,Kuwait,Middle East,2021,3,121410.0,Harina y pellets de alfalfa,23.14,123.22,0.1878,23.14,123.22
636_121410_2021_4,636,Kuwait,Middle East,2021,4,121410.0,Harina y pellets de alfalfa,49.78,242.5,0.2053,49.78,242.5
636_121410_2021_5,636,Kuwait,Middle East,2021,5,121410.0,Harina y pellets de alfalfa,65.51,315.25,0.2078,65.51,315.25
636_121410_2021_6,636,Kuwait,Middle East,2021,6,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.2106,0.0,0.0
636_121410_2021_7,636,Kuwait,Middle East,2021,7,121410.0,Harina y pellets de alfalfa,82.62,387.1,0.2134,82.62,387.1
636_121410_2021_8,636,Kuwait,Middle East,2021,8,121410.0,Harina y pellets de alfalfa,43.63,169.75,0.257,43.63,169.75
636_121410_2021_9,636,Kuwait,Middle East,2021,9,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.2545,0.0,0.0
636_121410_2021_10,636,Kuwait,Middle East,2021,10,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.252,0.0,0.0
636_121410_2021_11,636,Kuwait,Middle East,2021,11,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.2495,0.0,0.0
636_121410_2021_12,636,Kuwait,Middle East,2021,12,121410.0,Harina y pellets de alfalfa,59.9,242.5,0.247,59.9,242.5
636_121410_2022_1,636,Kuwait,Middle East,2022,1,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.22970000000000002,0.0,0.0
636_121410_2022_2,636,Kuwait,Middle East,2022,2,121410.0,Harina y pellets de alfalfa,20.6,97.0,0.2124,20.6,97.0
636_121410_2022_3,636,Kuwait,Middle East,2022,3,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.24106,0.0,0.0
636_121410_2022_4,636,Kuwait,Middle East,2022,4,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.26972,0.0,0.0
636_121410_2022_5,636,Kuwait,Middle East,2022,5,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.29838,0.0,0.0
636_121410_2022_6,636,Kuwait,Middle East,2022,6,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.32704,0.0,0.0
636_121410_2022_7,636,Kuwait,Middle East,2022,7,121410.0,Harina y pellets de alfalfa,43.13,121.25,0.3557,43.13,121.25
636_121410_2022_8,636,Kuwait,Middle East,2022,8,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.3839,0.0,0.0
636_121410_2022_9,636,Kuwait,Middle East,2022,9,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.4121,0.0,0.0
636_121410_2022_10,636,Kuwait,Middle East,2022,10,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.4403,0.0,0.0
636_121410_2022_11,636,Kuwait,Middle East,2022,11,121410.0,Harina y pellets de alfalfa,32.6,69.58,0.4685,32.6,69.58
636_121410_2022_12,636,Kuwait,Middle East,2022,12,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.45465,0.0,0.0
636_121410_2023_1,636,Kuwait,Middle East,2023,1,121410.0,Harina y pellets de alfalfa,5.29,12.0,0.4408,5.29,12.0
636_121410_2023_2,636,Kuwait,Middle East,2023,2,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.41445,0.0,0.0
636_121410_2023_3,636,Kuwait,Middle East,2023,3,121410.0,Harina y pellets de alfalfa,65.72,169.35,0.3881,65.72,169.35
636_121410_2023_4,636,Kuwait,Middle East,2023,4,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.354,0.0,0.0
636_121410_2023_5,636,Kuwait,Middle East,2023,5,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.3199,0.0,0.0
636_121410_2023_6,636,Kuwait,Middle East,2023,6,121410.0,Harina y pellets de alfalfa,68.6,240.0,0.2858,68.6,240.0
636_121410_2023_7,636,Kuwait,Middle East,2023,7,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.28396666666666665,0.0,0.0
636_121410_2023_8,636,Kuwait,Middle East,2023,8,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.28213333333333335,0.0,0.0
636_121410_2023_9,636,Kuwait,Middle East,2023,9,121410.0,Harina y pellets de alfalfa,33.99,121.25,0.2803,33.99,121.25
636_121410_2023_10,636,Kuwait,Middle East,2023,10,121410.0,Harina y pellets de alfalfa,24.47,121.25,0.2018,24.47,121.25
636_121410_2023_11,636,Kuwait,Middle East,2023,11,121410.0,Harina y pellets de alfalfa,0.0,0.0,0.21105000000000002,0.0,0.0
636_121410_2023_12,636,Kuwait,Middle East,2023,12,121410.0,Harina y pellets de alfalfa,26.71,121.25,0.2203,26.71,121.25
636_121410_2024_1,636,Kuwait,Middle East,2024,1,121410.0,Harina y pellets de alfalfa,7.48,25.22,0.2966,7.48,25.22
636_121410_2024_2,636,Kuwait,Middle East,2024,2,121410.0,Harina y pellets de alfalfa,35.16,121.25,0.29,35.16,121.25
636_121410_2024_3,636,Kuwait,Middle East,2024,3,121410.0,Harina y pellets de alfalfa,35.16,121.25,0.29,35.16,121.25
636_121410_2024_4,636,Kuwait,Middle East,2024,4,121410.0,Harina y pellets de alfalfa,49.26,170.37,0.2891,49.26,170.37
636_12149090_2004_1,636,Kuwait,Middle East,2004,1,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,,0.0,0.0
636_12149090_2004_2,636,Kuwait,Middle East,2004,2,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,,0.0,0.0
636_12149090_2004_3,636,Kuwait,Middle East,2004,3,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,,0.0,0.0
636_12149090_2004_4,636,Kuwait,Middle East,2004,4,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,,0.0,0.0
636_12149090_2004_5,636,Kuwait,Middle East,2004,5,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,,0.0,0.0
636_12149090_2004_6,636,Kuwait,Middle East,2004,6,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,,0.0,0.0
636_12149090_2004_7,636,Kuwait,Middle East,2004,7,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,,0.0,0.0
636_12149090_2004_8,636,Kuwait,Middle East,2004,8,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,,0.0,0.0
636_12149090_2004_9,636,Kuwait,Middle East,2004,9,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,,0.0,0.0
636_12149090_2004_10,636,Kuwait,Middle East,2004,10,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,,0.0,0.0
636_12149090_2004_11,636,Kuwait,Middle East,2004,11,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,,0.0,0.0
636_12149090_2004_12,636,Kuwait,Middle East,2004,12,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,,0.0,0.0
636_12149090_2005_1,636,Kuwait,Middle East,2005,1,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,,0.0,0.0
636_12149090_2005_2,636,Kuwait,Middle East,2005,2,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,,0.0,0.0
636_12149090_2005_3,636,Kuwait,Middle East,2005,3,12149090.0,"Heno, alfalfa, trébol, esparce",8.4,48.0,0.175,8.4,48.0
636_12149090_2005_4,636,Kuwait,Middle East,2005,4,12149090.0,"Heno, alfalfa, trébol, esparce",8.22,43.74,0.1879,8.22,43.74
636_12149090_2005_5,636,Kuwait,Middle East,2005,5,12149090.0,"Heno, alfalfa, trébol, esparce",3.95,22.98,0.1719,3.95,22.98
636_12149090_2005_6,636,Kuwait,Middle East,2005,6,12149090.0,"Heno, alfalfa, trébol, esparce",8.35,44.4,0.1881,8.35,44.4
636_12149090_2005_7,636,Kuwait,Middle East,2005,7,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.18939999999999999,0.0,0.0
636_12149090_2005_8,636,Kuwait,Middle East,2005,8,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.1907,0.0,0.0
636_12149090_2005_9,636,Kuwait,Middle East,2005,9,12149090.0,"Heno, alfalfa, trébol, esparce",8.63,44.94,0.192,8.63,44.94
636_12149090_2005_10,636,Kuwait,Middle East,2005,10,12149090.0,"Heno, alfalfa, trébol, esparce",8.56,44.56,0.1921,8.56,44.56
636_12149090_2005_11,636,Kuwait,Middle East,2005,11,12149090.0,"Heno, alfalfa, trébol, esparce",8.54,44.5,0.1919,8.54,44.5
636_12149090_2005_12,636,Kuwait,Middle East,2005,12,12149090.0,"Heno, alfalfa, trébol, esparce",8.97,46.72,0.192,8.97,46.72
636_12149090_2006_1,636,Kuwait,Middle East,2006,1,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.1926,0.0,0.0
636_12149090_2006_2,636,Kuwait,Middle East,2006,2,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.1932,0.0,0.0
636_12149090_2006_3,636,Kuwait,Middle East,2006,3,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.1938,0.0,0.0
636_12149090_2006_4,636,Kuwait,Middle East,2006,4,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.19440000000000002,0.0,0.0
636_12149090_2006_5,636,Kuwait,Middle East,2006,5,12149090.0,"Heno, alfalfa, trébol, esparce",16.78,86.06,0.195,16.78,86.06
636_12149090_2006_6,636,Kuwait,Middle East,2006,6,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.18861666666666668,0.0,0.0
636_12149090_2006_7,636,Kuwait,Middle East,2006,7,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.18223333333333333,0.0,0.0
636_12149090_2006_8,636,Kuwait,Middle East,2006,8,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.17585,0.0,0.0
636_12149090_2006_9,636,Kuwait,Middle East,2006,9,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.16946666666666668,0.0,0.0
636_12149090_2006_10,636,Kuwait,Middle East,2006,10,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.16308333333333333,0.0,0.0
636_12149090_2006_11,636,Kuwait,Middle East,2006,11,12149090.0,"Heno, alfalfa, trébol, esparce",60.59,386.62,0.1567,60.59,386.62
636_12149090_2006_12,636,Kuwait,Middle East,2006,12,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.16380833333333333,0.0,0.0
636_12149090_2007_1,636,Kuwait,Middle East,2007,1,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.17091666666666666,0.0,0.0
636_12149090_2007_2,636,Kuwait,Middle East,2007,2,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.178025,0.0,0.0
636_12149090_2007_3,636,Kuwait,Middle East,2007,3,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.18513333333333334,0.0,0.0
636_12149090_2007_4,636,Kuwait,Middle East,2007,4,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.19224166666666667,0.0,0.0
636_12149090_2007_5,636,Kuwait,Middle East,2007,5,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.19935,0.0,0.0
636_12149090_2007_6,636,Kuwait,Middle East,2007,6,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.20645833333333333,0.0,0.0
636_12149090_2007_7,636,Kuwait,Middle East,2007,7,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.21356666666666665,0.0,0.0
636_12149090_2007_8,636,Kuwait,Middle East,2007,8,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.220675,0.0,0.0
636_12149090_2007_9,636,Kuwait,Middle East,2007,9,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.22778333333333334,0.0,0.0
636_12149090_2007_10,636,Kuwait,Middle East,2007,10,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.23489166666666667,0.0,0.0
636_12149090_2007_11,636,Kuwait,Middle East,2007,11,12149090.0,"Heno, alfalfa, trébol, esparce",88.29,364.88,0.242,88.29,364.88
636_12149090_2007_12,636,Kuwait,Middle East,2007,12,12149090.0,"Heno, alfalfa, trébol, esparce",111.77,493.2,0.2266,111.77,493.2
636_12149090_2008_1,636,Kuwait,Middle East,2008,1,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.2348,0.0,0.0
636_12149090_2008_2,636,Kuwait,Middle East,2008,2,12149090.0,"Heno, alfalfa, trébol, esparce",16.21,66.72,0.243,16.21,66.72
636_12149090_2008_3,636,Kuwait,Middle East,2008,3,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.24805,0.0,0.0
636_12149090_2008_4,636,Kuwait,Middle East,2008,4,12149090.0,"Heno, alfalfa, trébol, esparce",28.21,111.46,0.2531,28.21,111.46
636_12149090_2008_5,636,Kuwait,Middle East,2008,5,12149090.0,"Heno, alfalfa, trébol, esparce",309.8,1140.63,0.2716,309.8,1140.63
636_12149090_2008_6,636,Kuwait,Middle East,2008,6,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.25875000000000004,0.0,0.0
636_12149090_2008_7,636,Kuwait,Middle East,2008,7,12149090.0,"Heno, alfalfa, trébol, esparce",246.99,1004.28,0.2459,246.99,1004.28
636_12149090_2008_8,636,Kuwait,Middle East,2008,8,12149090.0,"Heno, alfalfa, trébol, esparce",87.29,339.98,0.2568,87.29,339.98
636_12149090_2008_9,636,Kuwait,Middle East,2008,9,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.25534999999999997,0.0,0.0
636_12149090_2008_10,636,Kuwait,Middle East,2008,10,12149090.0,"Heno, alfalfa, trébol, esparce",306.63,1207.74,0.2539,306.63,1207.74
636_12149090_2008_11,636,Kuwait,Middle East,2008,11,12149090.0,"Heno, alfalfa, trébol, esparce",262.76,1024.81,0.2564,262.76,1024.81
636_12149090_2008_12,636,Kuwait,Middle East,2008,12,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.248675,0.0,0.0
636_12149090_2009_1,636,Kuwait,Middle East,2009,1,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.24095,0.0,0.0
636_12149090_2009_2,636,Kuwait,Middle East,2009,2,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.23322500000000002,0.0,0.0
636_12149090_2009_3,636,Kuwait,Middle East,2009,3,12149090.0,"Heno, alfalfa, trébol, esparce",191.95,851.21,0.2255,191.95,851.21
636_12149090_2009_4,636,Kuwait,Middle East,2009,4,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.2248,0.0,0.0
636_12149090_2009_5,636,Kuwait,Middle East,2009,5,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.2241,0.0,0.0
636_12149090_2009_6,636,Kuwait,Middle East,2009,6,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.22340000000000002,0.0,0.0
636_12149090_2009_7,636,Kuwait,Middle East,2009,7,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.2227,0.0,0.0
636_12149090_2009_8,636,Kuwait,Middle East,2009,8,12149090.0,"Heno, alfalfa, trébol, esparce",141.81,638.88,0.222,141.81,638.88
636_12149090_2009_9,636,Kuwait,Middle East,2009,9,12149090.0,"Heno, alfalfa, trébol, esparce",13.36,72.0,0.1856,13.36,72.0
636_12149090_2009_10,636,Kuwait,Middle East,2009,10,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.18589999999999998,0.0,0.0
636_12149090_2009_11,636,Kuwait,Middle East,2009,11,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.1862,0.0,0.0
636_12149090_2009_12,636,Kuwait,Middle East,2009,12,12149090.0,"Heno, alfalfa, trébol, esparce",22.48,120.51,0.1865,22.48,120.51
636_12149090_2010_1,636,Kuwait,Middle East,2010,1,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.185525,0.0,0.0
636_12149090_2010_2,636,Kuwait,Middle East,2010,2,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.18455,0.0,0.0
636_12149090_2010_3,636,Kuwait,Middle East,2010,3,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.18357500000000002,0.0,0.0
636_12149090_2010_4,636,Kuwait,Middle East,2010,4,12149090.0,"Heno, alfalfa, trébol, esparce",15.78,86.4,0.1826,15.78,86.4
636_12149090_2010_5,636,Kuwait,Middle East,2010,5,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.1942,0.0,0.0
636_12149090_2010_6,636,Kuwait,Middle East,2010,6,12149090.0,"Heno, alfalfa, trébol, esparce",130.88,636.02,0.2058,130.88,636.02
636_12149090_2010_7,636,Kuwait,Middle East,2010,7,12149090.0,"Heno, alfalfa, trébol, esparce",108.3,425.0,0.2548,108.3,425.0
636_12149090_2010_8,636,Kuwait,Middle East,2010,8,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.2283,0.0,0.0
636_12149090_2010_9,636,Kuwait,Middle East,2010,9,12149090.0,"Heno, alfalfa, trébol, esparce",14.48,71.76,0.2018,14.48,71.76
636_12149090_2010_10,636,Kuwait,Middle East,2010,10,12149090.0,"Heno, alfalfa, trébol, esparce",204.52,1113.28,0.1837,204.52,1113.28
636_12149090_2010_11,636,Kuwait,Middle East,2010,11,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.19315,0.0,0.0
