Reporter,region,Year,ProductCode,Product Description,usd,tons,usd_kg,tons_esp,tons_usa,tons_can,tons_ita,tons_aus,tons_oth,usd_esp,usd_usa,usd_can,usd_ita,usd_aus,usd_oth,usd_kg_esp,usd_kg_usa,usd_kg_ita,usd_kg_can,usd_kg_aus,usd_kg_oth
"Congo, Dem. Rep.",Sub-Saharan Africa,2022,121490,"Other forage products, nes",4.03,6.75,0.597,0.0,0.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0,4.03,,,,,,0.597
Mauritania,Sub-Saharan Africa,2022,121490,"Other forage products, nes",1.98,3.7755,0.5244,0.0,0.0,0.0,0.0,0.0,3.7755,0.0,0.0,0.0,0.0,0.0,1.98,,,,,,0.5244
Guyana,South America,2022,121490,"Other forage products, nes",1.34,0.67199,1.9941,0.0,0.0,0.0,0.0,0.0,0.67199,0.0,0.0,0.0,0.0,0.0,1.34,,,,,,1.9941
Kenya,Sub-Saharan Africa,2022,121490,"Other forage products, nes",1.11,0.368,3.0163,0.0,0.0,0.0,0.0,0.0,0.368,0.0,0.0,0.0,0.0,0.0,1.11,,,,,,3.0163
Sao Tome and Principe,Sub-Saharan Africa,2022,121490,"Other forage products, nes",0.83,0.514,1.6148,0.0,0.0,0.0,0.0,0.0,0.514,0.0,0.0,0.0,0.0,0.0,0.83,,,,,,1.6148
Zambia,Sub-Saharan Africa,2022,121490,"Other forage products, nes",0.44,1.5,0.293,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.44,,,,,,0.293
Benin,Sub-Saharan Africa,2022,121490,"Other forage products, nes",0.43,1.38,0.3116,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.43,,,,,,0.3116
Cote d'Ivoire,Sub-Saharan Africa,2022,121490,"Other forage products, nes",0.25,0.094,2.6596,0.0,0.0,0.0,0.0,0.0,0.094,0.0,0.0,0.0,0.0,0.0,0.25,,,,,,2.6596
Nicaragua,Central America and Caribbean,2022,121490,"Other forage products, nes",0.22,0.1,2.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.22,,,,,,2.2
Fiji,Oceania,2022,121490,"Other forage products, nes",0.2,0.3479,0.5748800000000001,0.0,0.0,0.0,0.0,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.2,0.0,,,,,0.57143,
Montserrat,Central America and Caribbean,2022,121490,"Other forage products, nes",0.17,0.07479999999999999,2.2727,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,,2.2667,,,,
Burundi,Sub-Saharan Africa,2022,121490,"Other forage products, nes",0.03,0.04,0.75,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.03,,,,,,0.75
Japan,East Asia,2021,121490,"Other forage products, nes",811313.27,2154090.0,0.3766,27435.0,1447250.0,186124.0,557.0,466338.0,26386.0,9292.18,556713.4,70262.35,185.88,166819.7,8039.760000000009,0.3387,0.3847,0.3337,0.3775,0.3577,0.3047
China,East Asia,2021,121490,"Other forage products, nes",752527.83,1992070.0,0.3778,227339.0,1433910.0,46716.5,490.42,212156.0,71458.08000000007,70296.05,567053.47,16222.05,167.26,72688.74,26100.259999999893,0.3092,0.3955,0.3411,0.3472,0.3426,0.3653
South Korea,East Asia,2021,121490,"Other forage products, nes",333051.0,983064.0,0.3388,15035.4,752336.0,53630.7,590.24,158999.0,2472.6600000000326,4499.56,257920.04,18395.72,171.42,51476.39,587.8699999999953,0.2993,0.3428,0.2904,0.343,0.3238,0.2377
Saudi Arabia,Middle East,2021,121490,"Other forage products, nes",214751.68,546344.505009325,0.3931,128652.0,212479.0,0.0,30992.7,503.728,173717.07700932497,39044.54,99705.61,0.0,9599.76,453.84,65947.93,0.3035,0.4692,0.3097,,0.901,0.3796
United Arab Emirates,Middle East,2021,121490,"Other forage products, nes",181439.3,808094.0,0.2245,168070.0,100155.0,1512.06,60524.9,2553.76,475278.27999999997,46902.32,40087.72,531.51,17720.38,1195.11,75002.25999999998,0.2791,0.4003,0.2928,0.3515,0.468,0.1578
United States,North America,2021,121490,"Other forage products, nes",109261.44,329535.0,0.3316,0.0,0.0,233599.0,0.0,120.0,95816.0,0.0,0.0,90356.35,0.0,108.21,18796.87999999999,,,,0.3868,0.9018,0.1962
Other Asia,Other Asia,2021,121490,"Other forage products, nes",84513.45,271005.0,0.3119,929.52,168601.0,2855.05,1543.41,96352.9,723.1199999999953,242.67,49951.37,760.12,507.42,32546.96,504.90999999998894,0.2611,0.2963,0.3288,0.2662,0.3378,0.6982
Switzerland,Western Europe,2021,121490,"Other forage products, nes",56946.56,205874.0,0.2766,124.663,2.462,0.0,21820.2,0.0,183926.675,66.12,21.95,0.0,6205.46,0.0,50653.03,0.5304,8.9155,0.2844,,,0.2754
Netherlands,Western Europe,2021,121490,"Other forage products, nes",56457.35,199960.0,0.2823,800.67,177.12,840.01,9019.23,0.0,189122.97,529.94,602.21,644.21,2794.17,0.0,51886.82,0.6619,3.4,0.3098,0.7669,,0.2744
Germany,Western Europe,2021,121490,"Other forage products, nes",34447.5,79855.3,0.4314,56.011,16.35,0.0,1148.56,0.0,78634.379,17.77,63.55,0.0,477.47,0.0,33888.71,0.3173,3.8869,0.4157,,,0.431
France,Western Europe,2021,121490,"Other forage products, nes",21311.85,56527.2,0.377,23133.0,10.215,0.0,2451.24,0.0,30932.744999999995,5639.68,24.69,0.0,991.12,0.0,14656.359999999999,0.2438,2.417,0.4043,,,0.4738
Belgium,Western Europe,2021,121490,"Other forage products, nes",20736.57,97264.0,0.2132,91.36,4.379,0.0,83.604,0.0,97084.657,155.48,21.36,0.0,30.02,0.0,20529.71,1.7018,4.8778,0.3591,,,0.2115
Canada,North America,2021,121490,"Other forage products, nes",18006.51,118311.0,0.1522,0.0,115682.0,278.961,0.0,2.442,2347.597000000009,0.0,17629.95,52.29,0.0,0.37,323.8999999999978,,0.1524,,0.1874,0.1515,0.138
Vietnam,Southeast Asia,2021,121490,"Other forage products, nes",15305.05,38482.9,0.3977,0.0,8504.95,0.0,1873.84,28040.4,63.70999999999913,0.0,3382.51,0.0,745.25,11151.95,25.339999999998327,,0.3977,0.3977,,0.3977,0.3977
European Union,Western Europe,2021,121490,"Other forage products, nes",14835.99,20950.8,0.7081,0.0,620.752,1258.04,0.0,6551.13,12520.877999999999,0.0,1860.38,942.13,0.0,2534.04,9499.439999999999,,2.997,,0.7489,0.3868,0.7587
Austria,Western Europe,2021,121490,"Other forage products, nes",13260.6,24321.8,0.5452,0.067,0.0,0.0,4120.25,473.553,19727.93,0.01,0.0,0.0,1114.41,192.17,11954.01,0.1493,,0.2705,,0.4058,0.6059
Qatar,Middle East,2021,121490,"Other forage products, nes",9682.51,32644.8,0.2966,12419.3,2409.81,6039.51,557.82,24.88,11193.48,4110.49,1248.2,1877.92,208.86,13.93,2223.1100000000006,0.331,0.518,0.3744,0.3109,0.5599,0.1986
Kuwait,Middle East,2021,121490,"Other forage products, nes",8517.01,22504.2,0.3785,9288.92,4682.16,0.0,1597.89,85.037,6850.193000000001,3041.09,2085.66,0.0,576.86,44.94,2768.460000000001,0.3274,0.4454,0.361,,0.5285,0.4041
Portugal,Western Europe,2021,121490,"Other forage products, nes",8463.33,35552.0,0.2381,34683.2,0.0,0.0,16.888,0.0,851.9120000000039,7480.51,0.0,0.0,15.78,0.0,967.04,0.2157,,0.9344,,,1.1351
Spain,Western Europe,2021,121490,"Other forage products, nes",7903.47,28545.3,0.2769,0.0,39.873,0.0,324.325,1439.46,26741.642,0.0,104.63,0.0,151.11,500.83,7146.900000000001,,2.6241,0.4659,,0.3479,0.2673
Italy,Western Europe,2021,121490,"Other forage products, nes",6401.78,14507.4,0.4413,418.4,9.525,24.938,0.0,4956.21,9098.327,140.34,3.97,52.85,0.0,1964.35,4240.27,0.3354,0.4168,,2.1193,0.3963,0.466
Denmark,Western Europe,2021,121490,"Other forage products, nes",6258.4,7329.05,0.8539,0.0,0.484,0.0,28.551,132.04,7167.975,0.0,2.34,0.0,11.78,56.7,6187.58,,4.8347,0.4126,,0.4294,0.8632
Romania,Eastern Europe,2021,121490,"Other forage products, nes",5068.0,13090.6,0.3871,47.045,0.0,0.0,525.786,0.0,12517.769,77.65,0.0,0.0,406.39,0.0,4583.96,1.6505,,0.7729,,,0.3662
Oman,Middle East,2021,121490,"Other forage products, nes",5050.56,11743.9,0.4301,0.0,353.34,0.0,4144.56,3844.7,3401.2999999999993,0.0,255.83,0.0,1720.03,1487.92,1586.7800000000007,,0.724,0.415,,0.387,0.4665
United Kingdom,Western Europe,2021,121490,"Other forage products, nes",4892.42,4539.59,1.0777,245.131,2587.73,133.286,5.462,71.824,1496.1570000000002,271.44,2769.43,73.45,18.57,56.71,1702.8200000000002,1.1073,1.0702,3.3999,0.5511,0.7896,1.1381
Ireland,Western Europe,2021,121490,"Other forage products, nes",4788.09,2496.799517466359,1.91769,1606.83,75.0995174663586,210.25,0.0,0.0,604.6200000000001,2489.84,87.63,245.32,0.0,0.0,1965.2999999999997,1.54954,1.16685,,1.1667999999999998,,3.25047
Malta,Western Europe,2021,121490,"Other forage products, nes",4255.71,14345.6,0.2967,5984.07,0.0,0.0,5491.55,0.0,2869.9800000000014,1681.62,0.0,0.0,1474.08,0.0,1100.0100000000002,0.281,,0.2684,,,0.3833
Indonesia,Southeast Asia,2021,121490,"Other forage products, nes",4071.61,10253.5,0.3971,0.0,2475.05,23.23,2221.8,5197.49,335.9300000000003,0.0,1209.95,11.02,772.68,1801.78,276.17999999999984,,0.4889,0.3478,0.4744,0.3467,0.8221
Norway,Western Europe,2021,121490,"Other forage products, nes",3665.82,13832.4,0.265,0.0,6.627,0.0,22.68,0.0,13803.092999999999,0.0,59.5,0.0,10.45,0.0,3595.8700000000003,,8.9784,0.4608,,,0.2605
Poland,Eastern Europe,2021,121490,"Other forage products, nes",3547.4,3498.6,1.0139,0.357,0.0,0.0,209.048,0.0,3289.1949999999997,0.93,0.0,0.0,89.16,0.0,3457.31,2.605,,0.4265,,,1.0511
Philippines,Southeast Asia,2021,121490,"Other forage products, nes",3233.69,8130.77,0.3977,224.958,242.392,37.95,0.0,7539.53,85.94000000000051,89.47,96.4,15.09,0.0,2998.55,34.179999999999836,0.3977,0.3977,,0.3976,0.3977,0.3977
Hong Kong (China),East Asia,2021,121490,"Other forage products, nes",2990.85,4501.44,0.6644,0.0,3770.91,219.844,0.0,128.09,382.59599999999955,0.0,2057.43,112.61,0.0,77.88,742.9299999999998,,0.5456,,0.5122,0.608,1.9418
Czech Republic,Eastern Europe,2021,121490,"Other forage products, nes",2627.59,1510.34,1.7397,2.977,0.0,0.0,150.899,0.0,1356.464,7.51,0.0,0.0,497.24,0.0,2122.84,2.5227,,3.2952,,,1.565
Malaysia,Southeast Asia,2021,121490,"Other forage products, nes",2607.15,5743.35,0.4539,0.0,4353.3,153.375,74.56,1075.33,86.78499999999985,0.0,1930.75,77.92,28.94,501.49,68.04999999999973,,0.4435,0.3881,0.508,0.4664,0.7841
Jordan,Middle East,2021,121490,"Other forage products, nes",2242.51,5638.55,0.3977,2182.32,0.0,0.0,0.0,0.0,3456.23,867.93,0.0,0.0,0.0,0.0,1374.5800000000004,0.3977,,,,,0.3977
Luxembourg,Western Europe,2021,121490,"Other forage products, nes",2188.18,7370.18,0.2969,612.27,0.0,0.0,0.001,0.0,6757.909000000001,159.97,0.0,0.0,0.01,0.0,2028.1999999999998,0.2613,,10.0,,,0.3001
Australia,Oceania,2021,121490,"Other forage products, nes",1728.16,3352.44,0.5155,0.0,38.884,0.0,0.0,263.47,3050.0860000000002,0.0,118.18,0.0,0.0,95.13,1514.8500000000001,,3.0393,,,0.3611,0.4967
Singapore,Southeast Asia,2021,121490,"Other forage products, nes",1571.65,2216.84,0.709,0.0,1814.31,127.7,0.0,19.82,255.01000000000022,0.0,1309.71,63.51,0.0,13.0,185.43000000000006,,0.7219,,0.4973,0.6559,0.7271
Slovakia,Eastern Europe,2021,121490,"Other forage products, nes",1562.0,1505.24,1.0377,0.0,0.127,0.0,0.002,0.0,1505.111,0.0,1.48,0.0,0.01,0.0,1560.51,,11.6535,5.0,,,1.0368
Thailand,Southeast Asia,2021,121490,"Other forage products, nes",1556.89,3011.09,0.5171,0.0,2378.88,203.655,144.1,198.842,85.61299999999983,0.0,1161.94,60.67,44.75,172.7,116.82999999999993,,0.4884,0.3105,0.2979,0.8685,1.3646
Bulgaria,Eastern Europe,2021,121490,"Other forage products, nes",1437.17,8984.65,0.16,0.0,0.0,0.0,100.0,23.42,8861.23,0.0,0.0,0.0,128.05,12.82,1296.3000000000002,,,1.2805,,0.5474,0.1463
Lesotho,Sub-Saharan Africa,2021,121490,"Other forage products, nes",1298.47,2457.16,0.5284,0.0,0.0,0.0,0.0,0.0,2457.16,0.0,0.0,0.0,0.0,0.0,1298.47,,,,,,0.5284
Lithuania,Eastern Europe,2021,121490,"Other forage products, nes",1198.76,2462.89,0.4867,0.0,0.0,0.0,5.35,0.0,2457.54,0.0,0.0,0.0,10.71,0.0,1188.05,,,2.0019,,,0.4834
Greece,Western Europe,2021,121490,"Other forage products, nes",1026.06,2236.37,0.4588,46.08,81.708,0.0,118.122,0.0,1990.4599999999998,28.06,241.51,0.0,61.69,0.0,694.8,0.6089,2.9558,0.5223,,,0.3491
Morocco,North Africa,2021,121490,"Other forage products, nes",1018.45,3004.88,0.3389,1925.13,0.0,0.0,0.25,0.0,1079.5,626.22,0.0,0.0,0.22,0.0,392.01,0.3253,,0.88,,,0.3631
Sweden,Western Europe,2021,121490,"Other forage products, nes",944.67,911.019,1.0369,0.0,9.0,0.0,1.0,0.0,901.019,0.0,31.48,0.0,2.8,0.0,910.39,,3.4978,2.8,,,1.0104
Finland,Western Europe,2021,121490,"Other forage products, nes",824.09,2396.73,0.3438,0.148,0.0,0.0,0.0,0.0,2396.582,0.42,0.0,0.0,0.0,0.0,823.6700000000001,2.8378,,,,,0.3437
Hungary,Eastern Europe,2021,121490,"Other forage products, nes",763.03,1533.57,0.4976,0.0,0.018,0.0,6.0,0.0,1527.552,0.0,0.29,0.0,35.52,0.0,727.22,,,5.92,,,0.4761
Iceland,Western Europe,2021,121490,"Other forage products, nes",748.49,1712.38,0.4371,0.0,0.0,0.0,0.0,0.0,1712.38,0.0,0.0,0.0,0.0,0.0,748.49,,,,,,0.4371
Croatia,Eastern Europe,2021,121490,"Other forage products, nes",713.95,3202.67,0.2229,0.0,0.001,0.0,2403.17,0.0,799.4989999999998,0.0,0.04,0.0,422.47,0.0,291.44,,,0.1758,,,0.3645
Russia,Eastern Europe,2021,121490,"Other forage products, nes",690.77,378.973,1.8227,0.0,0.0,0.0,43.985,0.0,334.988,0.0,0.0,0.0,111.21,0.0,579.56,,,2.5284,,,1.7301
Latvia,Eastern Europe,2021,121490,"Other forage products, nes",684.37,4416.12,0.155,0.043,0.0,0.0,0.145,0.0,4415.932,1.02,0.0,0.0,0.26,0.0,683.09,,,1.7931,,,0.1547
India,Central Asia,2021,121490,"Other forage products, nes",561.24,1302.77,0.4308,0.0,96.145,438.22,25.06,0.0,743.3449999999999,0.0,53.1,173.43,9.81,0.0,324.9,,0.5523,0.3915,0.3958,,0.4371
Bahrain,Middle East,2021,121490,"Other forage products, nes",546.51,2083.08,0.2624,20.5,274.134,0.0,282.166,95.82,1410.46,11.79,192.78,0.0,103.73,50.47,187.74,0.5751,0.7032,0.3676,,0.5267,0.1331
Estonia,Eastern Europe,2021,121490,"Other forage products, nes",546.13,4213.51,0.1296,0.015,0.0,0.0,0.5,0.0,4212.995,0.03,0.0,0.0,0.81,0.0,545.29,2.0,,1.62,,,0.1294
Mauritius,Sub-Saharan Africa,2021,121490,"Other forage products, nes",508.05,1218.98,0.4168,0.0,0.0,0.0,149.964,105.274,963.742,0.0,0.0,0.0,71.13,53.98,382.94000000000005,,,0.4743,,0.5128,0.3973
Palestine,Middle East,2021,121490,"Other forage products, nes",450.41,1132.52,0.3977,0.0,0.0,0.0,0.0,0.0,1132.52,0.0,0.0,0.0,0.0,0.0,450.41,,,,,,0.3977
Slovenia,Eastern Europe,2021,121490,"Other forage products, nes",443.0,1974.68,0.2243,0.0,0.0,0.0,1814.53,0.0,160.1500000000001,0.0,0.0,0.0,324.93,0.0,118.07,,,0.1791,,,0.7372
Brunei,Southeast Asia,2021,121490,"Other forage products, nes",406.14,540.432,0.7515,0.6,302.902,0.0,0.783,70.01,166.137,1.24,173.14,0.0,1.37,79.92,150.46999999999997,2.0667,0.5716,1.7497,,1.1416,0.9057
Ethiopia,Sub-Saharan Africa,2021,121490,"Other forage products, nes",396.42,3334.0,0.1189022,0.0,0.0,0.0,0.0,0.0,3334.0,0.0,0.0,0.0,0.0,0.0,396.42,,,,,,0.1189022
Botswana,Sub-Saharan Africa,2021,121490,"Other forage products, nes",332.08,2856.87,0.1162,0.0,0.0,0.0,0.0,0.0,2856.87,0.0,0.0,0.0,0.0,0.0,332.08,,,,,,0.1162
Aruba,Central America and Caribbean,2021,121490,"Other forage products, nes",281.1,470.419,0.5976,0.0,62.919,0.0,0.0,0.0,407.5,0.0,70.77,0.0,0.0,0.0,210.33000000000004,,1.1248,,,,0.5161
Cyprus,Western Europe,2021,121490,"Other forage products, nes",266.18,685.4,0.3884,49.449,0.0,0.0,634.38,0.0,1.5710000000000264,45.85,0.0,0.0,216.84,0.0,3.490000000000009,0.9272,,0.3418,,,2.2215
Sri Lanka,Central Asia,2021,121490,"Other forage products, nes",248.28,609.78,0.4072,609.78,0.0,0.0,0.0,0.0,0.0,248.28,0.0,0.0,0.0,0.0,0.0,0.4072,,,,,
Bermuda,North America,2021,121490,"Other forage products, nes",215.2,282.65,0.7614,0.0,282.65,0.0,0.0,0.0,0.0,0.0,215.2,0.0,0.0,0.0,0.0,,0.7614,,,,
Brazil,South America,2021,121490,"Other forage products, nes",212.89,1051.68,0.2024,0.0,0.0,0.0,0.0,0.0,1051.68,0.0,0.0,0.0,0.0,0.0,212.89,,,,,,0.2024
Israel,Middle East,2021,121490,"Other forage products, nes",194.0,487.792,0.3977,7.543,0.0,0.0,133.263,110.633,236.35299999999995,3.0,0.0,0.0,53.0,44.0,94.0,0.3977,,0.3977,,0.3977,0.3977
Montenegro,Eastern Europe,2021,121490,"Other forage products, nes",176.02,992.576,0.1773,0.0,0.0,0.0,0.176,0.0,992.4,0.0,0.0,0.0,0.49,0.0,175.53,,,2.7841,,,0.1769
Armenia,Eastern Europe,2021,121490,"Other forage products, nes",159.89,526.085,0.3039,0.0,0.0,0.0,0.12,0.0,525.965,0.0,0.0,0.0,0.2,0.0,159.69,,,1.6667,,,0.3036
Grenada,Central America and Caribbean,2021,121490,"Other forage products, nes",152.23,112.24,1.3563,0.0,83.823,26.417,0.0,0.0,2.0,0.0,131.12,16.9,0.0,0.0,4.2099999999999795,,1.5642,,0.6397,,2.105
Kyrgyzstan,Eastern Europe,2021,121490,"Other forage products, nes",149.34,426.457,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,426.457,0.0,0.0,0.0,0.0,0.0,149.34,,,,,,0.35000000000000003
South Africa,Sub-Saharan Africa,2021,121490,"Other forage products, nes",147.3,316.614,0.4652,0.0,0.562,0.341,0.0,41.48,274.231,0.0,2.95,1.29,0.0,53.69,89.37,,5.2491,,3.783,1.2944,0.3259
Belarus,Eastern Europe,2021,121490,"Other forage products, nes",132.1,145.861,0.9057,0.0,0.0,0.0,0.0,0.0,145.861,0.0,0.0,0.0,0.0,0.0,132.1,,,,,,0.9057
Chile,South America,2021,121490,"Other forage products, nes",129.54,24.4306,5.3024,0.008,23.69,0.0,0.0,0.0,0.7325999999999979,0.44,123.9,0.0,0.0,0.0,5.199999999999989,,5.2301,,,,7.098
Turkey,Eastern Europe,2021,121490,"Other forage products, nes",126.14,872.684,0.1445,0.0,0.0,0.0,0.0,0.0,872.684,0.0,0.0,0.0,0.0,0.0,126.14,,,,,,0.1445
Macao (China),East Asia,2021,121490,"Other forage products, nes",116.08,229.148,0.5066,0.0,189.282,0.0,0.0,35.9,3.9659999999999798,0.0,87.26,0.0,0.0,18.3,10.519999999999996,,0.461,,,0.5097,2.6525
Lebanon,Middle East,2021,121490,"Other forage products, nes",107.58,162.93,0.6603,0.0,0.0,0.0,0.01,0.0,162.92000000000002,0.0,0.0,0.0,0.07,0.0,107.51,,,7.0,,,0.6599
Laos,Southeast Asia,2021,121490,"Other forage products, nes",107.37,431.105,0.2491,0.0,0.0,3.015,0.0,0.0,428.09000000000003,0.0,0.0,1.47,0.0,0.0,105.9,,,,0.4876,,0.2474
Serbia,Eastern Europe,2021,121490,"Other forage products, nes",103.43,154.054,0.6714,0.0,0.0,0.0,0.0,0.0,154.054,0.0,0.0,0.0,0.0,0.0,103.43,,,,,,0.6714
New Zealand,Oceania,2021,121490,"Other forage products, nes",102.54,257.813,0.3977,0.0,59.92,0.0,0.0,172.671,25.22199999999998,0.0,23.83,0.0,0.0,68.67,10.040000000000006,,0.3977,,,0.3977,0.3981
Eswatini,Sub-Saharan Africa,2021,121490,"Other forage products, nes",101.92,751.254,0.1357,0.0,0.0,0.0,0.0,0.0,751.254,0.0,0.0,0.0,0.0,0.0,101.92,,,,,,0.1357
Kazakhstan,Eastern Europe,2021,121490,"Other forage products, nes",99.77,358.942,0.278,0.0,0.0,0.0,0.009,0.0,358.933,0.0,0.0,0.0,0.18,0.0,99.58999999999999,,,,,,0.2775
French Polynesia,Oceania,2021,121490,"Other forage products, nes",87.96,123.398,0.7128,0.0,97.623,0.0,0.0,0.0,25.77499999999999,0.0,70.97,0.0,0.0,0.0,16.989999999999995,,0.727,,,,0.6592
Ukraine,Eastern Europe,2021,121490,"Other forage products, nes",82.26,48.531099999999995,1.695,0.0,0.929,3.408,0.0,0.0,44.19409999999999,0.0,3.78,13.7,0.0,0.0,64.78,,4.0689,,4.02,,1.4658
Andorra,Western Europe,2021,121490,"Other forage products, nes",81.58,458.023,0.1781,402.02,0.0,0.0,0.0,0.0,56.00300000000004,66.04,0.0,0.0,0.0,0.0,15.539999999999992,0.1643,,,,,0.2775
Namibia,Sub-Saharan Africa,2021,121490,"Other forage products, nes",79.75,474.122,0.1682,0.0,0.0,0.0,0.0,0.0,474.122,0.0,0.0,0.0,0.0,0.0,79.75,,,,,,0.1682
Ecuador,South America,2021,121490,"Other forage products, nes",79.17,256.02,0.3092,0.0,0.0,0.0,0.0,0.0,256.02,0.0,0.0,0.0,0.0,0.0,79.17,,,,,,0.3092
Bolivia,South America,2021,121490,"Other forage products, nes",64.82,425.792,0.1522,0.0,0.0,0.0,0.0,0.0,425.792,0.0,0.0,0.0,0.0,0.0,64.82,,,,,,0.1522
Barbados,Central America and Caribbean,2021,121490,"Other forage products, nes",59.04,76.45110000000001,0.7723,0.0,15.526,60.855,0.0,0.0,0.07010000000001071,0.0,11.76,46.37,0.0,0.0,0.9100000000000037,,0.7574,,0.762,,12.9815
Georgia,Eastern Europe,2021,121490,"Other forage products, nes",54.04,118.055,0.4578,0.0,0.0,0.0,0.784,0.0,117.271,0.0,0.0,0.0,1.47,0.0,52.57,,,1.875,,,0.4483
Panama,Central America and Caribbean,2021,121490,"Other forage products, nes",48.38,20.231,2.3914,6.313,0.029,0.0,0.0,0.0,13.889000000000003,18.94,0.14,0.0,0.0,0.0,29.3,3.0002,4.8276,,,,2.1096
Paraguay,South America,2021,121490,"Other forage products, nes",47.31,404.35,0.117,0.0,0.0,0.0,0.0,0.0,404.35,0.0,0.0,0.0,0.0,0.0,47.31,,,,,,0.117
Peru,South America,2021,121490,"Other forage products, nes",43.35,15.590399999999999,2.7806,0.0,13.737,0.0,0.0,0.0,1.8533999999999988,0.0,32.6,0.0,0.0,0.0,10.75,,2.3732,,,,5.8002
Mexico,North America,2021,121490,"Other forage products, nes",40.15,96.71,0.41516000000000003,0.0,96.71,0.0,0.0,0.0,0.0,0.0,40.15,0.0,0.0,0.0,0.0,,0.41516000000000003,,,,
Gabon,Sub-Saharan Africa,2021,121490,"Other forage products, nes",30.67,33.322,0.9204,0.0,0.0,0.0,0.0,0.0,33.322,0.0,0.0,0.0,0.0,0.0,30.67,,,,,,0.9204
Angola,Sub-Saharan Africa,2021,121490,"Other forage products, nes",28.57,101.182,0.2824,0.0,0.0,0.0,0.0,0.0,101.182,0.0,0.0,0.0,0.0,0.0,28.57,,,,,,0.2824
Bosnia and Herzegovina,Eastern Europe,2021,121490,"Other forage products, nes",25.57,65.7836,0.3887,0.0,0.0,0.0,2.815,0.0,62.96860000000001,0.0,0.0,0.0,3.73,0.0,21.84,,,1.325,,,0.3468
Costa Rica,Central America and Caribbean,2021,121490,"Other forage products, nes",23.26,46.34,0.5019,0.0,46.34,0.0,0.0,0.0,0.0,0.0,23.26,0.0,0.0,0.0,0.0,,0.5019,,,,
Papua New Guinea,Oceania,2021,121490,"Other forage products, nes",21.74,15.1496,1.435,0.0,0.0,0.0,0.0,15.15,0.0,0.0,0.0,0.0,0.0,21.74,0.0,,,,,1.435,
North Macedonia,Eastern Europe,2021,121490,"Other forage products, nes",21.53,36.767,0.5856,0.0,0.0,0.0,1.712,0.0,35.055,0.0,0.0,0.0,2.64,0.0,18.89,,,1.5421,,,0.5389
Dominican Republic,Central America and Caribbean,2021,121490,"Other forage products, nes",21.37,33.7622,0.633,0.0,10.538,23.224,0.0,0.0,0.00019999999999953388,0.0,8.49,12.87,0.0,0.0,0.010000000000001563,,0.8057,,0.5542,,
Colombia,South America,2021,121490,"Other forage products, nes",21.04,52.0,0.4046,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,21.04,,,,,,0.4046
Cayman Islands,North America,2021,121490,"Other forage products, nes",19.96,45.6723,0.437,0.0,14.895,30.777,0.0,0.0,0.0,0.0,6.51,13.45,0.0,0.0,0.0,,0.4371,,0.437,,
Maldives,Central Asia,2021,121490,"Other forage products, nes",18.91,22.6361,0.8354,0.0,0.0,0.0,0.0,0.0,22.6361,0.0,0.0,0.0,0.0,0.0,18.91,,,,,,0.8354
Mauritania,Sub-Saharan Africa,2021,121490,"Other forage products, nes",18.6,222.84,0.0835,220.84,0.0,0.0,0.0,0.0,2.0,17.58,0.0,0.0,0.0,0.0,1.0200000000000031,0.0796,,,,,0.51
Moldova,Eastern Europe,2021,121490,"Other forage products, nes",15.2,31.846,0.4773,0.0,0.0,0.0,0.064,0.0,31.782,0.0,0.0,0.0,0.09,0.0,15.11,,,1.4062,,,0.4754
Argentina,South America,2021,121490,"Other forage products, nes",13.71,3.80453,3.6036,0.0,0.0,3.805,0.0,0.0,0.0,0.0,0.0,13.71,0.0,0.0,0.0,,,,3.6032,,
Antigua and Barbuda,Central America and Caribbean,2021,121490,"Other forage products, nes",11.49,12.2565,0.9375,0.0,12.257,0.0,0.0,0.0,0.0,0.0,11.49,0.0,0.0,0.0,0.0,,0.9374,,,,
East Timor,Southeast Asia,2021,121490,"Other forage products, nes",11.33,50.564800000000005,0.2241,0.0,0.0,0.0,0.0,0.1,50.464800000000004,0.0,0.0,0.0,0.0,0.1,11.23,,,,,1.0,0.2225
Trinidad and Tobago,Central America and Caribbean,2021,121490,"Other forage products, nes",10.92,14.852,0.7353,0.0,14.852,0.0,0.0,0.0,0.0,0.0,10.92,0.0,0.0,0.0,0.0,,0.7353,,,,
Cape Verde,Sub-Saharan Africa,2021,121490,"Other forage products, nes",10.19,23.311,0.4371,0.0,0.0,0.0,0.0,0.0,23.311,0.0,0.0,0.0,0.0,0.0,10.19,,,,,,0.4371
