Reporter,region,Year,ProductCode,Product Description,usd,tons,usd_kg,tons_esp,tons_usa,tons_can,tons_ita,tons_aus,tons_oth,usd_esp,usd_usa,usd_can,usd_ita,usd_aus,usd_oth,usd_kg_esp,usd_kg_usa,usd_kg_ita,usd_kg_can,usd_kg_aus,usd_kg_oth
Switzerland,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,1179.62,5184.48,0.2275,0.0,0.0,0.0,794.31,0.0,4390.17,0.0,0.0,0.0,225.16,0.0,954.4599999999999,,,0.2835,,,0.2174
Ireland,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,1019.84,4272.83,0.2387,0.0,0.0,0.0,0.0,0.0,4272.83,0.0,0.0,0.0,0.0,0.0,1019.84,,,,,,0.2387
Malta,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,1004.41,5168.11,0.1943,949.5,0.0,0.0,4035.41,0.0,183.19999999999982,199.18,0.0,0.0,714.01,0.0,91.21999999999991,0.2098,,0.1769,,,0.4979
Croatia,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,940.95,4377.64,0.2149,0.0,0.0,0.0,0.0,0.0,4377.64,0.0,0.0,0.0,0.0,0.0,940.95,,,,,,0.2149
Colombia,South America,2010,121410,Lucerne (alfalfa) meal and pellets,686.13,2202.17,0.3116,0.0,20.172,0.0,0.0,0.0,2181.998,0.0,4.0,0.0,0.0,0.0,682.13,,0.1983,,,,0.3126
Malaysia,Southeast Asia,2010,121410,Lucerne (alfalfa) meal and pellets,684.15,2162.13,0.3164,0.0,145.725,0.0,0.0,37.971,1978.4340000000002,0.0,88.52,0.0,0.0,25.0,570.63,,0.6074,,,0.6584,0.2884
Bahamas,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,682.25,133.238,5.1205,0.0,133.238,0.0,0.0,0.0,0.0,0.0,682.25,0.0,0.0,0.0,0.0,,5.1205,,,,
Romania,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,675.95,2418.22,0.2795,0.0,0.0,0.0,0.0,0.0,2418.22,0.0,0.0,0.0,0.0,0.0,675.95,,,,,,0.2795
Singapore,Southeast Asia,2010,121410,Lucerne (alfalfa) meal and pellets,668.19,1380.35,0.4841,0.0,847.47,0.0,0.0,329.07,203.80999999999995,0.0,396.58,0.0,0.0,181.58,90.03000000000009,,0.468,,,0.5518,0.4417
Botswana,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,635.3,3352.16,0.1895,0.0,0.0,0.0,0.0,0.0,3352.16,0.0,0.0,0.0,0.0,0.0,635.3,,,,,,0.1895
Namibia,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,604.49,2097.18,0.2882,0.0,0.0,0.0,0.0,0.0,2097.18,0.0,0.0,0.0,0.0,0.0,604.49,,,,,,0.2882
Poland,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,546.45,2958.98,0.1847,0.0,0.0,0.0,0.0,0.0,2958.98,0.0,0.0,0.0,0.0,0.0,546.45,,,,,,0.1847
Norway,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,527.0,1358.16,0.388,0.0,0.023,0.0,0.0,0.0,1358.1370000000002,0.0,0.22,0.0,0.0,0.0,526.78,,9.5652,,,,0.3879
Slovenia,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,491.79,2205.74,0.223,0.0,0.0,0.79,455.531,0.0,1749.4189999999999,0.0,0.0,3.16,99.45,0.0,389.18,,,0.2183,4.0,,0.2225
Ecuador,South America,2010,121410,Lucerne (alfalfa) meal and pellets,480.93,1084.52,0.4434,0.0,0.0,0.0,0.0,0.0,1084.52,0.0,0.0,0.0,0.0,0.0,480.93,,,,,,0.4434
Bosnia and Herzegovina,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,477.02,2065.43,0.231,0.0,0.0,0.0,384.0,0.0,1681.4299999999998,0.0,0.0,0.0,92.02,0.0,385.0,,,0.2396,,,0.229
Canada,North America,2010,121410,Lucerne (alfalfa) meal and pellets,439.99,1606.09,0.274,0.0,1540.18,1.948,0.0,0.0,63.96199999999976,0.0,421.43,0.55,0.0,0.0,18.00999999999999,,0.2736,,0.2823,,0.2816
Philippines,Southeast Asia,2010,121410,Lucerne (alfalfa) meal and pellets,403.06,893.575,0.4511,0.0,0.0,0.0,0.0,759.425,134.1500000000001,0.0,0.0,0.0,0.0,326.42,76.63999999999999,,,,,0.4298,0.5713
Venezuela,South America,2010,121410,Lucerne (alfalfa) meal and pellets,370.69,767.27,0.4831,0.0,0.0,0.0,0.0,0.0,767.27,0.0,0.0,0.0,0.0,0.0,370.69,,,,,,0.4831
Lebanon,Middle East,2010,121410,Lucerne (alfalfa) meal and pellets,325.04,2434.66,0.1335,2434.66,0.0,0.0,0.0,0.0,0.0,325.04,0.0,0.0,0.0,0.0,0.0,0.1335,,,,,
Latvia,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,301.27,1039.57,0.2898,0.0,0.0,0.0,0.0,0.0,1039.57,0.0,0.0,0.0,0.0,0.0,301.27,,,,,,0.2898
Dominican Republic,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,287.53,1039.43,0.2766,154.174,34.371,825.238,0.0,0.0,25.646999999999935,42.65,9.51,228.28,0.0,0.0,7.089999999999975,0.2766,0.2767,,0.2766,,0.2764
Finland,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,218.61,709.473,0.3081,0.0,0.0,0.0,0.0,0.0,709.473,0.0,0.0,0.0,0.0,0.0,218.61,,,,,,0.3081
Israel,Middle East,2010,121410,Lucerne (alfalfa) meal and pellets,212.0,585.912,0.3618,140.274,279.048,0.0,136.59,0.0,30.0,45.0,115.0,0.0,37.0,0.0,15.0,0.3208,0.4121,0.2709,,,0.5
Bahrain,Middle East,2010,121410,Lucerne (alfalfa) meal and pellets,203.9,662.075,0.308,0.0,65.115,0.0,0.0,62.25,534.71,0.0,45.74,0.0,0.0,12.63,145.53,,0.7024,,,0.2029,0.2722
Luxembourg,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,175.05,615.882,0.2842,0.0,0.0,0.0,0.0,0.0,615.882,0.0,0.0,0.0,0.0,0.0,175.05,,,,,,0.2842
Mexico,North America,2010,121410,Lucerne (alfalfa) meal and pellets,155.6,611.535,0.2544,0.02,611.015,0.0,0.0,0.0,0.5,0.01,155.56,0.0,0.0,0.0,0.030000000000001137,0.5,0.2546,,,,0.06
Bermuda,North America,2010,121410,Lucerne (alfalfa) meal and pellets,151.23,546.712,0.2766,0.0,546.712,0.0,0.0,0.0,0.0,0.0,151.23,0.0,0.0,0.0,0.0,,0.2766,,,,
Pakistan,Central Asia,2010,121410,Lucerne (alfalfa) meal and pellets,144.36,250.0,0.57744,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,144.36,0.0,,,,,0.57744,
Denmark,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,141.79,204.762,0.6925,0.0,0.0,0.0,0.0,0.0,204.762,0.0,0.0,0.0,0.0,0.0,141.79,,,,,,0.6925
South Africa,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,132.87,804.557,0.1651,0.0,0.0,0.0,0.0,0.0,804.557,0.0,0.0,0.0,0.0,0.0,132.87,,,,,,0.1651
Brazil,South America,2010,121410,Lucerne (alfalfa) meal and pellets,121.42,421.0,0.2884,0.0,0.0,0.0,0.0,0.0,421.0,0.0,0.0,0.0,0.0,0.0,121.42,,,,,,0.2884
Peru,South America,2010,121410,Lucerne (alfalfa) meal and pellets,120.43,415.72,0.2897,0.0,0.0,0.0,0.0,0.0,415.72,0.0,0.0,0.0,0.0,0.0,120.43,,,,,,0.2897
New Caledonia,Oceania,2010,121410,Lucerne (alfalfa) meal and pellets,116.59,171.521,0.6797,0.0,124.025,0.0,0.0,47.496,0.0,0.0,69.81,0.0,0.0,46.78,0.0,,0.5629,,,0.9849,
Indonesia,Southeast Asia,2010,121410,Lucerne (alfalfa) meal and pellets,107.11,425.616,0.2517,0.0,250.714,0.0,0.0,144.897,30.004999999999995,0.0,62.62,0.0,0.0,39.78,4.709999999999994,,0.2498,,,0.2745,0.157
Panama,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,103.19,307.204,0.3359,0.0,0.0,0.0,0.0,0.0,307.204,0.0,0.0,0.0,0.0,0.0,103.19,,,,,,0.3359
Barbados,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,100.77,135.204,0.7453,0.0,36.528,98.676,0.0,0.0,0.0,0.0,26.83,73.94,0.0,0.0,0.0,,0.7345,,0.7493,,
Lesotho,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,95.6,364.378,0.2624,0.0,0.0,0.0,0.0,0.0,364.378,0.0,0.0,0.0,0.0,0.0,95.6,,,,,,0.2624
Thailand,Southeast Asia,2010,121410,Lucerne (alfalfa) meal and pellets,92.43,295.641,0.3126,71.679,71.83,0.0,0.0,0.001,152.131,20.6,11.94,0.0,0.0,0.04,59.85000000000001,0.2874,0.1662,,,,0.3934
Iceland,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,89.44,216.42,0.4133,0.0,0.0,0.0,0.0,0.0,216.42,0.0,0.0,0.0,0.0,0.0,89.44,,,,,,0.4133
Mauritius,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,89.05,149.954,0.5938,0.0,0.0,0.0,0.0,89.25,60.70400000000001,0.0,0.0,0.0,0.0,49.99,39.059999999999995,,,,,0.5601,0.6435
Palestine,Middle East,2010,121410,Lucerne (alfalfa) meal and pellets,70.0,272.927,0.2565,0.0,0.0,0.0,0.0,0.0,272.927,0.0,0.0,0.0,0.0,0.0,70.0,,,,,,0.2565
Cambodia,Southeast Asia,2010,121410,Lucerne (alfalfa) meal and pellets,64.72,33.17,1.9511600000000002,0.0,33.17,0.0,0.0,0.0,0.0,0.0,64.72,0.0,0.0,0.0,0.0,,1.9511600000000002,,,,
Serbia,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,62.41,281.288,0.2219,0.0,0.0,0.0,0.0,0.0,281.288,0.0,0.0,0.0,0.0,0.0,62.41,,,,,,0.2219
Guatemala,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,58.65,109.507,0.5356,0.0,76.483,0.0,0.0,0.0,33.024,0.0,39.45,0.0,0.0,0.0,19.199999999999996,,0.5158,,,,0.5814
Hungary,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,53.0,208.2,0.2546,0.0,0.0,0.0,0.0,0.0,208.2,0.0,0.0,0.0,0.0,0.0,53.0,,,,,,0.2546
Paraguay,South America,2010,121410,Lucerne (alfalfa) meal and pellets,51.45,185.09,0.278,0.0,0.0,0.0,0.0,0.0,185.09,0.0,0.0,0.0,0.0,0.0,51.45,,,,,,0.278
New Zealand,Oceania,2010,121410,Lucerne (alfalfa) meal and pellets,50.11,78.513,0.6382,0.0,24.893,53.0,0.0,0.62,0.0,0.0,15.37,32.17,0.0,2.57,0.0,,0.6174,,0.607,4.1452,
Ukraine,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,45.8,196.79,0.2327,0.0,0.0,0.0,0.0,0.0,196.79,0.0,0.0,0.0,0.0,0.0,45.8,,,,,,0.2327
Eswatini,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,44.73,194.21,0.2303,0.0,0.0,0.0,0.0,0.0,194.21,0.0,0.0,0.0,0.0,0.0,44.73,,,,,,0.2303
Jamaica,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,42.16,56.828,0.7419,0.0,7.44,0.0,0.0,0.0,49.388000000000005,0.0,13.44,0.0,0.0,0.0,28.72,,1.8065,,,,0.5815
Spain,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,41.39,239.57,0.1728,0.0,0.0,0.0,0.0,0.0,239.57,0.0,0.0,0.0,0.0,0.0,41.39,,,,,,0.1728
Trinidad and Tobago,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,41.08,55.043,0.7463,0.0,44.407,10.636,0.0,0.0,7.105427357601002e-15,0.0,32.6,8.47,0.0,0.0,0.00999999999999801,,0.7341,,0.7964,,
French Polynesia,Oceania,2010,121410,Lucerne (alfalfa) meal and pellets,37.19,74.675,0.498,0.0,74.675,0.0,0.0,0.0,0.0,0.0,37.19,0.0,0.0,0.0,0.0,,0.498,,,,
Vanuatu,Oceania,2010,121410,Lucerne (alfalfa) meal and pellets,27.75,48.0,0.5781,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,27.75,,,,,,0.5781
Australia,Oceania,2010,121410,Lucerne (alfalfa) meal and pellets,25.57,11.173,2.2886,0.0,0.0,0.0,0.0,0.0,11.173,0.0,0.0,0.0,0.0,0.0,25.57,,,,,,2.2886
Slovakia,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,21.77,7.932,2.7446,0.0,0.0,0.0,0.0,0.0,7.932,0.0,0.0,0.0,0.0,0.0,21.77,,,,,,2.7446
Czech Republic,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,20.38,101.19,0.2014,0.0,0.0,0.0,0.0,0.0,101.19,0.0,0.0,0.0,0.0,0.0,20.38,,,,,,0.2014
Honduras,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,19.5,37.983,0.5134,0.0,37.983,0.0,0.0,0.0,0.0,0.0,19.5,0.0,0.0,0.0,0.0,,0.5134,,,,
India,Central Asia,2010,121410,Lucerne (alfalfa) meal and pellets,18.71,14.879999999999999,1.25739,0.0,14.879999999999999,0.0,0.0,0.0,0.0,0.0,18.71,0.0,0.0,0.0,0.0,,1.25739,,,,
Greenland,North America,2010,121410,Lucerne (alfalfa) meal and pellets,13.43,37.1,0.362,0.0,0.0,0.0,0.0,0.0,37.1,0.0,0.0,0.0,0.0,0.0,13.43,,,,,,0.362
Costa Rica,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,9.65,20.53,0.47,0.0,20.53,0.0,0.0,0.0,0.0,0.0,9.65,0.0,0.0,0.0,0.0,,0.47,,,,
Chile,South America,2010,121410,Lucerne (alfalfa) meal and pellets,6.51,28.02,0.2323,0.0,0.0,0.0,0.0,0.0,28.02,0.0,0.0,0.0,0.0,0.0,6.51,,,,,,0.2323
Gabon,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,5.05,8.0,0.6312,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.05,,,,,,0.6312
Angola,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,4.75,62.035,0.0766,0.0,0.0,0.0,0.0,0.0,62.035,0.0,0.0,0.0,0.0,0.0,4.75,,,,,,0.0766
Laos,Southeast Asia,2010,121410,Lucerne (alfalfa) meal and pellets,3.82,13.803,0.2768,0.0,0.0,0.0,0.0,0.0,13.803,0.0,0.0,0.0,0.0,0.0,3.82,,,,,,0.2768
Belize,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,3.36,10.9001,0.3083,0.0,10.9,0.0,0.0,0.0,0.0,0.0,3.36,0.0,0.0,0.0,0.0,,0.3083,,,,
St. Lucia,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,3.21,10.0,0.321,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.21,0.0,0.0,0.0,0.0,,0.321,,,,
Lithuania,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,3.2,11.69,0.2737,0.0,0.0,0.0,0.0,0.0,11.69,0.0,0.0,0.0,0.0,0.0,3.2,,,,,,0.2737
Grenada,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,1.95,1.004,1.9422,0.0,1.004,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0,,1.9422,,,,
Mauritania,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,1.74,12.5,0.1392,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,1.74,,,,,,0.1392
Albania,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,1.71,7.035,0.2431,0.0,0.0,0.0,0.0,0.0,7.035,0.0,0.0,0.0,0.0,0.0,1.71,,,,,,0.2431
Zimbabwe,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,1.63,0.709,2.299,0.0,0.0,0.0,0.0,0.0,0.709,0.0,0.0,0.0,0.0,0.0,1.63,,,,,,2.299
Antigua and Barbuda,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,1.15,2.249,0.5113,0.0,2.249,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,,0.5113,,,,
Burkina Faso,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,0.88,2.358,0.3732,0.0,0.0,0.0,0.0,0.0,2.358,0.0,0.0,0.0,0.0,0.0,0.88,,,,,,0.3732
Nicaragua,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,0.81,0.8899999999999999,0.9101100000000001,0.0,0.8400000000000001,0.0,0.0,0.0,0.049999999999999906,0.0,0.77,0.0,0.0,0.0,0.040000000000000036,,0.9166700000000001,,,,0.8
Zambia,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,0.62,2.4320399999999998,0.2549,0.0,0.0,0.0,0.0,0.0,2.4320399999999998,0.0,0.0,0.0,0.0,0.0,0.62,,,,,,0.2549
Cape Verde,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,0.54,1.007,0.5362,0.0,0.0,0.0,0.0,0.0,1.007,0.0,0.0,0.0,0.0,0.0,0.54,,,,,,0.5362
Argentina,South America,2010,121410,Lucerne (alfalfa) meal and pellets,0.4,1.39,0.2878,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.4,,,,,,0.2878
Aruba,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,0.33,1.0,0.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33,,,,,,0.33
Japan,East Asia,2009,121410,Lucerne (alfalfa) meal and pellets,33681.65,100198.0,0.3362,6979.0,10186.0,57798.0,5113.0,164.0,19958.0,2523.57,3912.03,17556.63,1439.48,77.47,8172.470000000001,0.3616,0.3841,0.2815,0.3038,0.4724,0.4095
Belgium,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,22549.92,110123.0,0.2048,0.0,0.0,0.0,50.607,0.0,110072.393,0.0,0.0,0.0,16.5,0.0,22533.42,,,0.326,,,0.2047
Saudi Arabia,Middle East,2009,121410,Lucerne (alfalfa) meal and pellets,19689.14,51629.0,0.3814,50212.0,521.0,0.0,486.0,0.0,410.0,18691.46,189.62,0.0,182.95,0.0,625.1100000000006,0.3723,0.364,0.3764,,,1.5247
United States,North America,2009,121410,Lucerne (alfalfa) meal and pellets,12000.77,37891.0,0.3167,0.0,0.0,34273.0,0.0,0.0,3618.0,0.0,0.0,10506.07,0.0,0.0,1494.7000000000007,,,,0.3065,,0.4131
Germany,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,11228.81,49332.7,0.2276,0.0,34.899,0.0,856.87,0.0,48440.931,0.0,33.38,0.0,333.32,0.0,10862.109999999999,,0.9565,0.389,,,0.2242
United Kingdom,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,9747.83,24201.8,0.4028,23.4,182.512,3328.65,9639.17,0.0,11028.068,9.96,179.22,1592.56,2927.21,0.0,5038.88,0.4256,0.982,0.3037,0.4784,,0.4569
Oman,Middle East,2009,121410,Lucerne (alfalfa) meal and pellets,8829.08,36706.8,0.2405,499.96,2914.62,0.0,0.0,0.0,33292.22,146.18,280.18,0.0,0.0,0.0,8402.72,0.2924,0.0961,,,,0.2524
Other Asia,Other Asia,2009,121410,Lucerne (alfalfa) meal and pellets,6587.61,42225.2,0.156,477.92,37523.6,3779.71,0.0,258.49,185.4800000000032,129.56,5722.15,626.34,0.0,52.87,56.6899999999996,0.2711,0.1525,,0.1657,0.2045,0.3056
Morocco,North Africa,2009,121410,Lucerne (alfalfa) meal and pellets,6314.95,35612.8,0.1773,7510.68,0.0,0.0,0.0,0.0,28102.120000000003,1440.39,0.0,0.0,0.0,0.0,4874.5599999999995,0.1918,,,,,0.1735
Jordan,Middle East,2009,121410,Lucerne (alfalfa) meal and pellets,5478.04,16762.2,0.3268,4642.99,0.0,7.982,179.012,0.0,11932.216,1517.37,0.0,2.61,58.5,0.0,3899.5600000000004,0.3268,,0.3268,0.327,,0.3268
Portugal,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,5086.92,23238.9,0.2189,19258.5,0.0,0.0,0.0,0.0,3980.4000000000015,4456.17,0.0,0.0,0.0,0.0,630.75,0.2314,,,,,0.1585
France,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,5056.33,21871.1,0.2312,18008.1,0.0,0.0,1377.0,0.0,2486.0,3715.56,0.0,0.0,460.8,0.0,879.9700000000003,0.2063,,0.3346,,,0.354
South Korea,East Asia,2009,121410,Lucerne (alfalfa) meal and pellets,5003.71,21534.1,0.2324,2957.53,5503.68,0.0,0.0,0.0,13072.889999999998,800.03,1455.47,0.0,0.0,0.0,2748.21,0.2705,0.2645,,,,0.2102
Greece,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,4017.08,19326.2,0.2079,5374.11,0.0,0.0,12958.6,0.0,993.4900000000016,971.95,0.0,0.0,2800.46,0.0,244.67000000000007,0.1809,,0.2161,,,0.2463
Tunisia,North Africa,2009,121410,Lucerne (alfalfa) meal and pellets,3752.11,22674.6,0.1655,0.0,0.0,0.0,22674.6,0.0,0.0,0.0,0.0,0.0,3752.11,0.0,0.0,,,0.1655,,,
Italy,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,2829.77,13076.3,0.2164,1743.47,0.0,0.0,0.0,0.0,11332.83,365.3,0.0,0.0,0.0,0.0,2464.47,0.2095,,,,,0.2175
Cyprus,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,2770.09,11725.1,0.2363,4391.5,0.0,0.0,6726.14,0.0,607.460000000001,1021.67,0.0,0.0,1512.69,0.0,235.73000000000002,0.2326,,0.2249,,,0.3881
Netherlands,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,2535.88,7759.52,0.3268,0.0,0.0,0.0,0.0,0.0,7759.52,0.0,0.0,0.0,0.0,0.0,2535.88,,,,,,0.3268
European Union,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,1985.35,4262.71,0.4657,0.0,219.6,3329.3,0.0,0.0,713.81,0.0,215.49,1601.2,0.0,0.0,168.65999999999985,,0.9813,,0.4809,,0.2363
Sweden,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,1778.46,5949.0,0.299,0.0,2.0,0.0,0.0,0.0,5947.0,0.0,5.0,0.0,0.0,0.0,1773.46,,2.5,,,,0.2982
Uruguay,South America,2009,121410,Lucerne (alfalfa) meal and pellets,1758.12,8184.39,0.2148,0.0,0.0,0.0,0.0,0.0,8184.39,0.0,0.0,0.0,0.0,0.0,1758.12,,,,,,0.2148
Austria,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,1449.81,5148.4,0.2816,0.0,0.0,0.0,208.4,0.0,4940.0,0.0,0.0,0.0,61.99,0.0,1387.82,,,0.2975,,,0.2809
Hong Kong (China),East Asia,2009,121410,Lucerne (alfalfa) meal and pellets,1307.7,2724.24,0.48,0.0,1911.91,0.0,0.0,742.685,69.64499999999953,0.0,945.58,0.0,0.0,316.88,45.24000000000001,,0.4946,,,0.4267,0.6496
Croatia,Eastern Europe,2009,121410,Lucerne (alfalfa) meal and pellets,1300.81,5262.06,0.2472,0.0,0.0,0.0,0.0,0.0,5262.06,0.0,0.0,0.0,0.0,0.0,1300.81,,,,,,0.2472
Ireland,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,1255.78,5820.13,0.2158,0.0,0.0,0.0,0.0,0.0,5820.13,0.0,0.0,0.0,0.0,0.0,1255.78,,,,,,0.2158
China,East Asia,2009,121410,Lucerne (alfalfa) meal and pellets,1219.4,1335.8500000000001,0.9128299999999999,0.0,645.3499999999999,690.0,0.0,0.0,0.5000000000001137,0.0,1206.62,12.66,0.0,0.0,0.12000000000011823,,1.86971,,0.018349999999999998,,0.24
Switzerland,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,1187.13,4684.08,0.2534,0.0,0.0,0.0,676.09,0.0,4007.99,0.0,0.0,0.0,217.06,0.0,970.0700000000002,,,0.3211,,,0.242
Malta,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,1117.41,3849.76,0.2903,450.82,0.0,0.0,3263.52,0.0,135.42000000000007,96.37,0.0,0.0,959.8,0.0,61.24000000000001,0.2138,,0.2941,,,0.4522
Libya,North Africa,2009,121410,Lucerne (alfalfa) meal and pellets,799.49,998.442,0.8007,0.0,0.0,0.0,330.292,0.0,668.1500000000001,0.0,0.0,0.0,264.46,0.0,535.03,,,0.8007,,,0.8008
Venezuela,South America,2009,121410,Lucerne (alfalfa) meal and pellets,780.97,1354.93,0.5764,0.0,0.0,0.0,0.0,0.0,1354.93,0.0,0.0,0.0,0.0,0.0,780.97,,,,,,0.5764
Singapore,Southeast Asia,2009,121410,Lucerne (alfalfa) meal and pellets,769.23,1563.51,0.492,0.0,766.78,122.0,0.0,500.518,174.212,0.0,407.88,48.45,0.0,195.98,116.92000000000007,,0.5319,,0.3971,0.3916,0.6711
Israel,Middle East,2009,121410,Lucerne (alfalfa) meal and pellets,677.0,2137.66,0.3167,1681.1,279.041,0.0,162.52,0.0,14.998999999999796,498.0,123.0,0.0,49.0,0.0,7.0,0.2962,0.4408,0.3015,,,0.4667
Poland,Eastern Europe,2009,121410,Lucerne (alfalfa) meal and pellets,606.23,2891.71,0.2096,0.0,0.0,0.0,0.0,0.0,2891.71,0.0,0.0,0.0,0.0,0.0,606.23,,,,,,0.2096
Botswana,Sub-Saharan Africa,2009,121410,Lucerne (alfalfa) meal and pellets,561.07,2710.14,0.207,0.0,0.0,0.0,0.0,0.0,2710.14,0.0,0.0,0.0,0.0,0.0,561.07,,,,,,0.207
Lebanon,Middle East,2009,121410,Lucerne (alfalfa) meal and pellets,525.42,3243.54,0.162,23.52,0.023,0.0,3220.0,0.0,0.0,5.44,0.09,0.0,519.89,0.0,0.0,0.2313,3.913,0.1615,,,
Bosnia and Herzegovina,Eastern Europe,2009,121410,Lucerne (alfalfa) meal and pellets,525.23,2082.05,0.2523,0.0,0.0,0.0,386.8,0.0,1695.2500000000002,0.0,0.0,0.0,96.0,0.0,429.23,,,0.2482,,,0.2532
Slovenia,Eastern Europe,2009,121410,Lucerne (alfalfa) meal and pellets,484.84,1788.77,0.271,0.0,0.0,1.179,102.61,0.0,1684.981,0.0,0.0,5.72,28.63,0.0,450.48999999999995,,,0.279,4.8516,,0.2674
Romania,Eastern Europe,2009,121410,Lucerne (alfalfa) meal and pellets,422.74,1463.46,0.2889,0.0,0.0,0.0,0.0,0.0,1463.46,0.0,0.0,0.0,0.0,0.0,422.74,,,,,,0.2889
Malaysia,Southeast Asia,2009,121410,Lucerne (alfalfa) meal and pellets,412.41,2444.36,0.1687,0.0,54.18,0.0,0.0,204.248,2185.9320000000002,0.0,22.27,0.0,0.0,63.45,326.69000000000005,,0.411,,,0.3107,0.1495
